stone_id,mean_std_per_class,std_CaOx,std_CHP,std_UA,std_MAP,std_CYS,std_OTH
S211,0.026427597356958616,0.012152019500065985,0.0638635181096719,0.014643549629326482,0.06061649463773761,0.0016456888252111444,0.005644313439738555
S212,0.053408197250676755,0.01818551397956631,0.02869169349024818,0.11213035261130039,0.000683345052252005,0.15980071980126898,0.0009575585694246572
S215,0.0667278365561679,0.0454865417369086,0.10985973961320117,0.14390682022075493,0.030561732676012206,0.057920057363404165,0.012632127726726334
S218,0.07434565168735173,0.025562220167560844,0.06790288221669562,0.040011405991635454,0.1335653230041905,0.16826199683334161,0.010770081910686301
S219,0.0877322826242573,0.14692887525623602,0.15122035502510317,0.12446014740041049,0.06667479549165142,0.01626053589718178,0.020848986674960858
S22,0.046006275181537444,0.06528489522306341,0.07645063229377572,0.08166225656556282,0.02735572972255035,0.008345347108272602,0.016938790175999772
S220,0.08817747109179845,0.20158180288417235,0.10850376036950109,0.08356557568017159,0.12506290571189077,0.00708897191989618,0.0032618099851586565
S221,0.09750375520885317,0.2924087574572267,0.2776650349489722,0.004666166765045731,0.0004500792484837454,0.0011897362040901114,0.008642756629300422
S222,0.010266969299020427,0.0296872146958877,0.024059069881684953,0.0023058891805819172,5.869160598433538e-05,0.0005815163017564059,0.004909434128227246
S223,0.14887655739207983,0.4068206818526883,0.4058477106270809,0.05213699571444138,0.010352565908520711,0.002721171376065861,0.015380218873681656
S224,0.08647981767442331,0.25679895383536777,0.25729923503336877,0.00012033028884876853,0.0002695436121636676,3.924759777928096e-05,0.004351595679011528
S227,0.06140157927554335,0.18414900620266272,0.15709268923625555,0.0013339548624068816,0.00037170565871515003,0.00015577192847199706,0.0253063477647478
S228,0.06873386605856109,0.03645893503750311,0.1310329367982762,0.13284938648524403,0.002884478483636787,0.006750327649136559,0.10242713189756993
S229,0.1317812487173569,0.27876194050387115,0.2365921218757035,0.10273582055480929,0.07725504328747647,0.020355105479386945,0.07498746060289414
S23,0.023153748148506573,0.048115801365233066,0.03243276497160333,0.01984792567396,0.00048472833460015544,0.005664734047969317,0.03237653449767358
