stone_id,mean_std_per_class,std_CaOx,std_CaP,std_UA,std_MAP,std_CYS
S363,0.06058464073768024,0.1469693683798222,0.11833680003898607,0.020382760309243488,0.01584808374022885,0.0013861912201206007
S366,0.09436405610038973,0.20923599692189662,0.06822132697776676,0.0706048624274097,0.007259713023489725,0.11649838115138585
S367,0.024439958714124868,0.058522457627186726,0.026800718188798152,0.021835863698632958,0.004214967979555526,0.010825786076450987
S368,0.02940865987747765,0.0546703810027552,0.0623924586219374,0.022683513618239167,0.0027001199207618426,0.004596826223694619
S369,0.02576316668472874,0.05331953516387201,0.04815513970073131,0.018471180805884578,0.000628637119750652,0.008241340633405135
S37,0.03863790746762138,0.09508581292319472,0.0709215087866765,0.017105880896171384,0.005722320686361986,0.00435401404570233
S370,0.010525638897364157,0.026226173731700997,0.02288070608553631,0.002335633551098683,0.0006083499714592387,0.0005773311470255513
S371,0.008295182531153439,0.018920327963686475,0.01545858267482714,0.003943124883705223,0.0013506950343,0.0018031820992483495
S373,0.043211146780455734,0.10711791315994139,0.057238178630519713,0.04072444684932954,0.0011544260293697161,0.009820769233118311
S375,0.013463478104195691,0.033475514359735184,0.026175182660301857,0.0053354146945910515,0.0011690584513047067,0.001162220355045659
